time,y1,y2,y3,y4,y5,y6
2280,3549.152431242799,-15018.884548755503,-621.2457632124666,4.151214223070971,-2.8499728049764648,-2.516024494903273
2340,3797.5284507138167,-15186.990200928263,-772.0784419440347,4.1278948713619465,-2.7540754082233385,-2.5116043156646466
2400,4044.489586172189,-15349.435247586864,-922.6237310554068,4.104063755088849,-2.6612608062601586,-2.5064564027437255
2460,4290.007269696685,-15506.400218824185,-1072.8399803592933,4.079790806684878,-2.571382545610313,-2.500646786678856
2520,4534.056898707144,-15658.057115995094,-1222.6893110551352,4.055138422369726,-2.4843026981526917,-2.4942352646671027
2580,4776.6174097711,-15804.5699072386,-1372.1372615885987,4.0301623097922805,-2.399891332196981,-2.4872760493848824
2640,5017.670900116622,-15946.09499206481,-1521.1524701692365,4.004912232976025,-2.318026010424227,-2.4798183437251278
2700,5257.202291097968,-16082.781636643966,-1669.7063897798696,3.979432667903961,-2.2385913153566683,-2.4719068505668567
2760,5495.199028608881,-16214.772381449304,-1817.7730320254445,3.9537633802428935,-2.161478402367666,-2.463582225505823
2820,5731.65081607461,-16342.203422898021,-1965.3287366087525,3.927939935147372,-2.0865845797632465,-2.4548814794577045
2880,5966.549376210912,-16465.204970588446,-2112.3519636102515,3.901994147727046,-2.0138129151457895,-2.4458383371489485
2940,6199.888238223398,-16583.901581683276,-2258.823106089577,3.87595448161263,-1.9430718670337062,-2.436483556747096
3000,6431.662547522747,-16698.412473917924,-2404.7243208122877,3.8498464020596215,-1.8742749405831418,-2.426845215211167
3060,6661.868895406081,-16808.851818645457,-2550.0393751720194,3.823692689178505,-1.8073403661595457,-2.416948963368158
3120,6890.505166458696,-16915.329015249157,-2694.7535085975655,3.797513716142943,-1.7421907994812782,-2.406818254216483
3180,7117.5704017048965,-17017.948948178026,-2838.8533069329364,3.771327696596775,-1.6787530420489603,-2.396474547523297
3240,7343.064675768975,-17116.81222778807,-2982.3265884474527,3.745150904939429,-1.6169577805904995,-2.3859374934074866
3300,7566.988986528321,-17212.015416077345,-3125.1623002967794,3.7189978726818356,-1.5567393443051318,-2.375225097257418
3360,7789.345155896535,-17303.651238380375,-3267.350424366088,3.692881563700441,-1.4980354786833725,-2.3643538680819938
3420,8010.135740540328,-17391.80878195008,-3408.881891557595,3.6668135308091143,-1.4407871348255126,-2.353338952094627
3480,8229.363951513946,-17476.57368232048,-3549.748503713086,3.6408040557904933,-1.3849382731614506,-2.3421942531402893
3540,8447.033581804111,-17558.028298339425,-3689.942862368915,3.614862274807538,-1.3304356805430406,-2.330932541415229
3600,8663.14894104936,-17636.251876562794,-3829.458303751768,3.5889962907811306,-1.277228799803678,-2.3195655516829827
3660,8877.714796609804,-17711.320705786045,-3968.288839352705,3.5632132742291764,-1.225269570889104,-2.3081040721268455
3720,9090.736320387434,-17783.30826240563,-4106.429101581581,3.537519553849144,-1.1745122826606764,-2.2965580248320565
3780,9302.219040815811,-17852.285347126683,-4243.874294038332,3.511920697909383,-1.1249134347320608,-2.284936538710041
3840,9512.16879946027,-17918.320213706225,-4380.620145931928,3.486421587510093,-1.0764316085067422,-2.2732480156974835
3900,9720.591711801628,-17981.47869020691,-4516.662870294793,3.4610264825527493,-1.0290273467990323,-2.261500190883699
3960,9927.494131779666,-18041.824293280773,-4651.99912563732,3.435739081206165,-0.9826630413990051,-2.2497001871875946
4020,10132.882619727503,-18099.418335913113,-4786.625980735837,3.4105625735416747,-0.937302828044551,-2.2378545651131927
4080,10336.763913363222,-18154.32002907861,-4920.540882268962,3.3854996899588197,-0.8929124882414198,-2.225969368080197
4140,10539.144901543688,-18206.58657770341,-5053.741625051017,3.3605527449398207,-0.8494593574430573,-2.214050163760154
4200,10740.032600515837,-18256.273271297403,-5186.22632463568,3.3357236766110145,-0.8069122391398593,-2.202102081802686
4260,10939.434132427006,-18303.433569597793,-5317.9933920839785,3.3110140825380707,-0.7652413244384986,-2.190129848297127
4320,11137.356705879723,-18348.119183541792,-5449.041510710004,3.286425252135656,-0.7244181167424051,-2.178137817279331
4380,11333.807598338037,-18390.38015186416,-5579.369614635375,3.261958196030947,-0.684415361173594,-2.166129999561444
4440,11528.794140211849,-18430.264913594106,-5708.976868999389,3.2376136726837443,-0.6452069784033525,-2.154110089133846
4500,11722.323700462954,-18467.820376706586,-5837.862651686091,3.213392212533586,-0.6067680025846015,-2.142081487363059
4560,11914.40367359189,-18503.091983165054,-5966.026536442266,3.1892941399156394,-0.5690745231018948,-2.130047325186889
4620,12105.041467878433,-18536.12377057658,-6093.468277271798,3.165319592961912,-0.5321036298761301,-2.1180104834880873
4680,12294.24449476068,-18566.95843066544,-6220.187794002033,3.14146854168197,-0.49583336198028166,-2.1059736118100685
4740,12482.02015924878,-18595.637364757848,-6346.185158926982,3.1177408043974935,-0.46024265934002184,-2.0939391455623926
4800,12668.375851279046,-18622.20073645831,-6471.460584440492,3.0941360626872956,-0.4253113173093277,-2.081909321849544
4860,12853.318937923284,-18646.687521686345,-6596.0144115800695,3.0706538749835746,-0.39101994392623646,-2.069886194043755
4920,13036.856756377638,-18669.135556213198,-6719.847099412218,3.0472936889418323,-0.3573499196838346,-2.0578716452063675
4980,13218.996607655885,-18689.581580858758,-6842.959215188061,3.0240548527030655,-0.32428335963951477,-2.0458674004610224
5040,13399.745750931916,-18708.06128449172,-6965.351425213688,3.0009366251502443,-0.29180307769623776,-2.0338750384092554
5100,13579.111398473124,-18724.609344918576,-7087.0244863847,2.9779381852435876,-0.25989255295071556,-2.0218960016595338
5160,13757.100711103527,-18739.259467844142,-7207.9792383205095,2.955058640532582,-0.22853589792424006,-2.009931606559695
5220,13933.720794154007,-18752.04442399197,-7328.21659605829,2.932297034913318,-0.19771782857212933,-1.997983052192716
5280,14108.978693857027,-18762.996084430662,-7447.737543271564,2.9096523556894613,-0.1674236360066527,-1.9860514286839486
5340,14282.881394141414,-18772.14545428951,-7566.543125960496,2.8871235400154074,-0.13763915975448154,-1.9741377248957452
5400,14455.43581381251,-18779.522704863473,-7684.634446603786,2.864709480757599,-0.10835076251259076,-1.9622428355386694
5460,14626.64880405776,-18785.15720429681,-7802.012658707773,2.8424090318470614,-0.07954530624260384,-1.950367567769126
5520,14796.527146256956,-18789.07754688915,-7918.678961733133,2.8202210131594647,-0.05121012954556656,-1.9385126473054994
5580,14965.077550067195,-18791.311581013564,-8034.634596379771,2.7981442149536746,-0.023333026307348338,-1.9266787240853473
5640,15132.306651771569,-18791.886435825272,-8149.880840200619,2.7761774019199894,0.004097774559465186,-1.91486637752012
5700,15298.221012866345,-18790.828546754336,-8264.41900352775,2.754319316862525,0.03109362828526617,-1.9030761213652594
5760,15462.827118847677,-18788.163679961563,-8378.250425662143,2.7325686840649066,0.05766549246558114,-1.8913084082567073
5820,15626.131378186743,-18783.916955652752,-8491.376471332198,2.710924212345452,0.08382394427405662,-1.8795636339105901
5880,15788.140121483228,-18778.11287040857,-8603.798527394914,2.6893845978399633,0.10957919680953472,-1.8678421410297859
5940,15948.859600793829,-18770.775318518125,-8715.517999778906,2.6679485265255543,0.13494111459059396,-1.856144222928255
6000,16108.295989094115,-18761.927612515734,-8826.536310616251,2.646614676528172,0.15991922833630665,-1.8444701269194286
6060,16266.455379857136,-18751.592502769876,-8936.854895570114,2.6253817202129532,0.18452274893004214,-1.8328200574555087
6120,16423.34378676607,-18739.79219623776,-9046.475201356205,2.604248326077903,0.20876058068677494,-1.8211941790464619
6180,16578.967143553222,-18726.548374470218,-9155.39868344257,2.5832131604701947,0.23264133399691012,-1.8095926189808875
6240,16733.331303909763,-18711.88221096221,-9263.626803877698,2.562274889153304,0.25617333738569464,-1.798015469872967
6300,16886.44204147111,-18695.814387659288,-9371.16102927342,2.541432178717042,0.27936464888010726,-1.786462792016877
6360,17038.30504994057,-18678.365110804538,-9478.002828963354,2.5206836978407314,0.3022230668750383,-1.774934615579054
6420,17188.925943241273,-18659.554126347182,-9584.153673234128,2.5000281184565134,0.3247561405751361,-1.7634309426699988
6480,17338.310255708246,-18639.400734483654,-9689.615031689798,2.479464116784935,0.34697117975145725,-1.7519517492446923
6540,17486.46344243082,-18617.923803719434,-9794.388371778188,2.458990374252912,0.368875264166053,-1.740496986881529
6600,17633.390879551076,-18595.141784560252,-9898.475157331955,2.4386055783495855,0.3904752525970535,-1.7290665844698512
6660,17779.09786464351,-18571.0727222782,-10001.876847278198,2.418308423361087,0.41177779121884983,-1.71766044973556
6720,17923.58961720269,-18545.73426962688,-10104.594894428681,2.398097611036958,0.43278932191676295,-1.7062784707116396
6780,18066.871279014653,-18519.143698784126,-10206.630744283824,2.3779718512019508,0.45351608993245796,-1.6949205170896413
6840,18208.9479147565,-18491.31791283891,-10307.985834049488,2.357929862253339,0.4739641512972511,-1.683586441466425
6900,18349.824512449824,-18462.27345717085,-10408.661591565997,2.3379703716565654,0.4941393799992947,-1.672276080557403
6960,18489.505984051833,-18432.026529810726,-10508.659434456038,2.3180921163256794,0.514047474555146,-1.66098925625791
7020,18627.997166045116,-18400.59299220307,-10607.980769222722,2.2982938429965563,0.5336939647297129,-1.6497257767176445
7080,18765.302819980363,-18367.988378692513,-10706.62699047038,2.2785743085276136,0.5530842174045868,-1.6384854372615587
7140,18901.427633185256,-18334.227906557844,-10804.599480173367,2.2589322801589407,0.5722234427984985,-1.6272680213248933
7200,19036.376219271024,-18299.326484829424,-10901.899606953235,2.239366535750829,0.591116699789216,-1.6160733012647475
7260,19170.153118921484,-18263.298723593,-10998.528725491617,2.219875863947657,0.6097689016314739,-1.6049010391683316
7320,19302.76280038208,-18226.158942194863,-11094.488175869756,2.2004590643605564,0.6281848208015207,-1.5937509875679747
7380,19434.209660295746,-18187.92117792711,-11189.779283088877,2.1811149476571594,0.6463690942746502,-1.5826228901447064
7440,19564.498024189725,-18148.59919358867,-11284.403356486535,2.161842335690607,0.6643262279074608,-1.5715164823500543
7500,19693.63214732672,-18108.206485705043,-11378.361689324092,2.1426400615356322,0.6820606013554175,-1.5604314920288505
7560,19821.616215213468,-18066.756291396367,-11471.655558302347,2.123506969562416,0.6995764720042861,-1.549367639948184
7620,19948.454344420177,-18024.261596248958,-11564.28622316948,2.104441915441034,0.7168779795736653,-1.5383246403602082
7680,20074.150583161176,-17980.735140524088,-11656.254926366535,2.085443766152848,0.7339691496680237,-1.5273022014417674
7740,20198.708912006616,-17936.189426638968,-11747.562892608581,2.066511399988492,0.7508538980093802,-1.5163000258076562
7800,20322.133244612138,-17890.636724963333,-11838.21132868306,2.0476437064855117,0.7675360337976218,-1.5053178108762
7860,20444.42742824379,-17844.08908062876,-11928.201422983802,2.0288395864410953,0.784019263399197,-1.4943552493265397
7920,20565.59524468784,-17796.558319306365,-12017.534345435903,2.010097951778201,0.800307193737256,-1.4834120294185258
7980,20685.640410624852,-17748.056053065306,-12106.211247041349,1.991417725562711,0.8164033353472548,-1.4724878353760738
8040,20804.566578589165,-17698.593686432632,-12194.233259803814,1.9727978418427894,0.8323111058571897,-1.4615823476995553
8100,20922.377337401467,-17648.182421184938,-12281.601496444348,1.9542372456123205,0.8480338325118206,-1.450695243447502
8160,21039.076212908236,-17596.83326252027,-12368.317050160822,1.9357348927014482,0.8635747554950594,-1.4398261965650965
8220,21154.66666872343,-17544.557023479818,-12454.380994601746,1.917289749627145,0.8789370304184446,-1.4289748780837008
8280,21269.15210660411,-17491.36433026748,-12539.79438347849,1.8989007935655033,0.894123730966442,-1.4181409564233904
8340,21382.535867422663,-17437.265627316436,-12624.55825061964,1.8805670121292946,0.9091378517597385,-1.4073240975877137
8400,21494.821231524347,-17382.27118126676,-12708.673609733925,1.8622874033137995,0.9239823103388745,-1.396523965367527
8460,21606.011419417562,-17326.391086369313,-12792.141454229151,1.844060975354344,0.9386599499476074,-1.385740221581185
8520,21716.10959254485,-17269.63526824527,-12874.962757286732,1.825886746530133,0.9531735416266646,-1.3749725261938481
8580,21825.118853561686,-17212.013488231612,-12957.138471525577,1.8077637451272126,0.9675257862446066,-1.3642205375388765
8640,21933.04224723491,-17153.535348092282,-13038.669529048771,1.7896910092029044,0.9817193170244138,-1.3534839124625955
8700,22039.882760940054,-17094.210293152333,-13119.556841405467,1.7716675864565334,0.9957567011535247,-1.3427623064309198
8760,22145.64332502475,-17034.047616725657,-13199.801299303104,1.7536925341542793,1.0096404418332858,-1.3320553737267238
8820,22250.326813742617,-16973.056464123056,-13279.403772764033,1.7357649188581379,1.0233729804659648,-1.3213627675288615
8880,22353.93604556398,-16911.245835516605,-13358.365110991519,1.717883816345371,1.0369566979988394,-1.3106841400200482
8940,22456.473783654088,-16848.624590229127,-13436.686142177945,1.7000483114822131,1.050393916920128,-1.3000191425424568
9000,22557.942736734294,-16785.201450118813,-13514.367673687108,1.6822574979574585,1.0636869030976899,-1.2893674256375753
9060,22658.34555931176,-16720.985002322603,-13591.410491879076,1.664510478220245,1.0768378669883043,-1.27872863915034
9120,22757.684852209488,-16655.983703273258,-13667.815361987217,1.6468063633225305,1.0898489654970878,-1.2681024323465981
9180,22855.963163359076,-16590.205881661346,-13743.583028304738,1.629144272660638,1.1027223035663443,-1.2574884539280735
9240,22953.182987998414,-16523.659741000487,-13818.714214009084,1.6115233339161317,1.1154599352623036,-1.246886352123732
9300,23049.346769177737,-16456.35336333858,-13893.209621059657,1.5939426828938323,1.128063865452047,-1.236295774781979
9360,23144.456898529745,-16388.294712015293,-13967.069930393587,1.576401463258589,1.1405360512619305,-1.2257163693664752
9420,23238.515716458278,-16319.49163392141,-14040.29580178112,1.558898826471898,1.1528784030141022,-1.215147783026301
9480,23331.525512551398,-16249.951862912974,-14112.887873695345,1.5414339316517562,1.1650927856963245,-1.204589662678032
9540,23423.4885263713,-16179.683022552816,-14184.846763523545,1.52400594529042,1.1771810203873379,-1.1940416549844213
9600,23514.40694765771,-16108.692627954902,-14256.173067483205,1.5066140411793716,1.1891448850263777,-1.1835034063962269
9660,23604.282916602944,-16036.988088923319,-14326.867360430015,1.489257400309814,1.200986115669436,-1.1729745632363429
9720,23693.118524661077,-15964.576712768649,-14396.93019607341,1.4719352105707737,1.21270640791314,-1.1624547716647502
9780,23780.91581479437,-15891.465705730841,-14466.362106973485,1.4546466666536446,1.224307417522303,-1.1519436776889955
9840,23867.67678164757,-15817.66217590911,-14535.163604304946,1.4373909699811613,1.2357907615242891,-1.1414409272482773
9900,23953.403372252167,-15743.173135941084,-14603.335178016981,1.4201673284330711,1.2471580194914325,-1.1309461661802076
9960,24038.097486415594,-15668.005504499586,-14670.87729691966,1.4029749561908829,1.2584107342564697,-1.1204590402007437
10020,24121.760976839752,-15592.166108583519,-14737.790408487104,1.385813073681246,1.2695504127326358,-1.1099791949648596
10080,24204.39564957718,-15515.66168610511,-14804.074938857475,1.3686809073876025,1.2805785270007348,-1.0995062760688439
10140,24286.003264632163,-15438.498887839845,-14869.731293010382,1.3515776896012206,1.2914965152667701,-1.0890399289950574
10200,24366.585536088725,-15360.684278814791,-14934.759854686336,1.334502658358872,1.3023057823744029,-1.0785797991312671
10260,24446.144132283564,-15282.224340835206,-14999.160986198796,1.3174550573583252,1.3130077006955356,-1.0681255318206606
10320,24524.680676502805,-15203.125474771054,-15062.935028636613,1.3004341356559888,1.323603611216891,-1.0576767722854632
10380,24602.196747207585,-15123.394001539322,-15126.082301900136,1.2834391475644216,1.3340948239682877,-1.0472331656083416
10440,24678.693878129583,-15043.036164281157,-15188.603104502377,1.2664693525906943,1.344482618739849,-1.0367943567771034
10500,24754.173558670915,-14962.05813048083,-15250.497713587123,1.2495240152489004,1.3547682459320056,-1.0263599906587622
10560,24828.63723442807,-14880.465993662396,-15311.766385083933,1.2326024048163677,1.3649529273471985,-1.0159297119276909
10620,24902.086307284113,-14798.265774382082,-15372.409353651037,1.2157037952789365,1.3750378565331252,-1.0055031650696233
10680,24974.522135508836,-14715.463422531071,-15432.426832464427,1.1988274652594475,1.3850241995099342,-0.9950799944207608
10740,25045.946034325883,-14632.06481922163,-15491.819013379578,1.1819726977397562,1.3949130956149305,-0.9846598440787888
10800,25116.359276175193,-14548.075777784745,-15550.58606699112,1.16513877992687,1.4047056579331672,-0.9742423578629252
10860,25185.763090783792,-14463.502045303734,-15608.72814249519,1.1483250031918526,1.4144029737694812,-0.9638271793291844
10920,25254.158665328338,-14378.349304495978,-15666.245367572714,1.1315306629666706,1.4240061052586905,-0.9534139517734409
10980,25321.547144993565,-14292.623175499051,-15723.13784855732,1.1147550584469768,1.4335160901593533,-0.9430023181229896
11040,25387.92963308122,-14206.329216449101,-15779.405670440126,1.09799749252731,1.442933942072858,-0.932591920918501
11100,25453.307191057327,-14119.472925355742,-15835.048896674376,1.081257271735347,1.452260650977184,-0.9221824023335831
11160,25517.68083880971,-14032.059741692969,-15890.06756915957,1.0645337060734446,1.4614971837853283,-0.9117734041334128
11220,25581.051555085083,-13944.09504788413,-15944.46170836232,1.0478261087619705,1.4706444849768052,-0.9013645675745284
11280,25643.42027754253,-13855.584169825674,-15998.231313289532,1.0311337961958584,1.4797034767646235,-0.8909555333951735
11340,25704.787902775293,-13766.532378845759,-16051.376361265304,1.014456087877944,1.4886750596148048,-0.8805459418324966
11400,25765.155286622565,-13676.944893090702,-16103.896807977326,0.997792306216951,1.4975601127635425,-0.8701354325461286
11460,25824.523244487664,-13586.82687872994,-16155.792587549802,0.9811417763170044,1.5063594946993373,-0.8597236445316611
11520,25882.892551369085,-13496.183450542816,-16207.06361249349,0.9645038259367683,1.5150740433273417,-0.8493102161124512
11580,25940.263941858648,-13405.019673803652,-16257.70977347522,0.9478777854237393,1.523704576434982,-0.838894784950927
11640,25996.63811046436,-13313.340565542096,-16307.730939387311,0.9312629874841282,1.5322518921711072,-0.8284769879481649
11700,26052.015711839325,-13221.151095530018,-16357.126957385397,0.9146587670081738,1.5407167694153672,-0.818056461168344
11760,26106.397360798263,-13128.456186934738,-16405.897652820397,0.8980644610263021,1.5490999679443225,-0.8076328398287111
11820,26159.783632293256,-13035.260718075462,-16454.04282900824,0.8814794086450534,1.5574022288330622,-0.7972057583042319
11880,26212.17506171681,-12941.56952360019,-16501.56226729572,0.8649029508012709,1.5656242748939562,-0.7867748500114338
11940,26263.57214506927,-12847.387395319272,-16548.455727074626,0.8483344301103286,1.5737668109679355,-0.7763397473391652
12000,26313.975338961227,-12752.7190828866,-16594.722945700552,0.8317731908192602,1.5818305240827906,-0.7659000816355226
12060,26363.385060567114,-12657.569295436086,-16640.363638261908,0.8152185787436309,1.5898160837963857,-0.7554554832060498
12120,26411.801687889325,-12561.942702684848,-16685.37749762794,0.7986699410151309,1.5977241425894473,-0.7450055811874461
12180,26459.225559883136,-12465.843935669564,-16729.764194445317,0.7821266259416888,1.605555336104931,-0.7345500034802085
12240,26505.656976444534,-12369.277587416667,-16773.523377048266,0.765587982959104,1.613310283289408,-0.7240883767324697
12300,26551.096198340863,-12272.248214486866,-16816.654671222943,0.7490533625673911,1.6209895866867539,-0.7136203263318142
12360,26595.543447426327,-12174.76033800317,-16859.15768023103,0.7325221160776778,1.6285938327812841,-0.7031454762724666
12420,26638.998906734174,-12076.818444328615,-16901.031984790912,0.7159935954766946,1.636123592201111,-0.6926634490865755
12480,26681.462720450003,-11978.426985706077,-16942.27714298147,0.6994671533780028,1.6435794198389857,-0.6821738658252737
12540,26722.93499381869,-11879.590381731097,-16982.89268999882,0.6829421429563478,1.6509618551026246,-0.6716763460438484
12600,26763.41579330794,-11780.313020308682,-17022.87813815275,0.6664179176962346,1.658271422209,-0.6611705076641482
12660,26802.905146670764,-11680.59925828899,-17062.232976832525,0.6498938312576739,1.66550863035821,-0.6506559669031473
12720,26841.403042903807,-11580.45342208247,-17100.956672403343,0.6333692374267406,1.6726739738353797,-0.6401323382512419
12780,26878.909432130902,-11479.879809065242,-17139.04866795516,0.6168434900469241,1.6797679322203998,-0.6295992344504135
12840,26915.424225714884,-11378.88268847852,-17176.508383270433,0.6003159427679201,1.686790970638082,-0.6190562663514197
12900,26950.94729629006,-11277.46630201782,-17213.335214774877,0.5837859489143834,1.693743539902366,-0.608503042840824
12960,26985.47847770262,-11175.634864453816,-17249.528535420868,0.5672528614337665,1.7006260766039634,-0.5979391708156839
13020,27019.017564873742,-11073.392564957538,-17285.08769443193,0.550716032824188,1.7074390032802036,-0.5873642551544623
13080,27051.56431386005,-10970.743567965223,-17320.012017239264,0.5341748148782861,1.7141827286275995,-0.5767778985662424
13140,27083.118441856786,-10867.69201369927,-17354.300805420582,0.5176285585616739,1.7208576476129276,-0.5661797015204206
13200,27113.679627111906,-10764.24201884896,-17387.953336558116,0.5010766139542183,1.7274641415517626,-0.5555692622157632
13260,27143.247508776778,-10660.39767778468,-17420.96886398801,0.48451833017317897,1.7340025782390949,-0.5449461765432866
13320,27171.821686911942,-10556.163063416552,-17453.34661669992,0.4679530551056065,1.7404733121296259,-0.5343100379236497
13380,27199.40172246598,-10451.542227618913,-17485.085799270793,0.451380135306437,1.7468766844131938,-0.5236604372460543
13440,27225.987137149525,-10346.539202031001,-17516.185591680667,0.43479891593059006,1.7532130230853686,-0.5129969628300046
13500,27251.577413284005,-10241.157999141427,-17546.645149076485,0.4182087406406981,1.7594826430454098,-0.5023192003735917
13560,27276.17199374831,-10135.40261313394,-17576.463601632488,0.4016089513318901,1.7656858462412013,-0.49162673278133456
13620,27299.77028194031,-10029.277020216348,-17605.640054483694,0.38499888805614896,1.7718229217128705,-0.4809191401173237
13680,27322.37164159575,-9922.785179592662,-17634.173587482812,0.3683778889444789,1.7778941456519004,-0.4701959995587367
13740,27343.97539664004,-9815.931034411762,-17662.063254982662,0.3517452900755121,1.7838997814760902,-0.4594568853143485
13800,27364.5808310819,-9708.718512542051,-17689.308085668694,0.33510042521737304,1.7898400799300607,-0.4487013684587485
13860,27384.187188953343,-9601.151526881456,-17715.907082479865,0.31844262577345417,1.7957152791071487,-0.437929016897612
13920,27402.79367406802,-9493.23397650644,-17741.859222302326,0.3017712206911576,1.8015256044905676,-0.4271393953097755
13980,27420.39944986762,-9384.969747479634,-17767.163455765283,0.28508553626595107,1.8072712690108228,-0.4163320650191008
14040,27437.003639294,-9276.362713454537,-17791.81870707931,0.2683848959455573,1.8129524730968725,-0.40550658386567046
14100,27452.60532465819,-9167.416736212814,-17815.823873880676,0.25166862026866216,1.8185694046856558,-0.39466250616468157
14160,27467.20354738303,-9058.13566677563,-17839.177826918753,0.23493602675366326,1.82412223923905,-0.38379938263179175
14220,27480.79730780627,-8948.523346148806,-17861.87940982965,0.21818642963848295,1.8296111397808248,-0.37291676020819525
14280,27493.385565071174,-8838.583605718493,-17883.927439012645,0.20141913977894216,1.8350362569078278,-0.36201418199190477
14340,27504.967236871475,-8728.320268216934,-17905.320703336904,0.18463346455781246,1.8403977287795792,-0.35109118717377147
14400,27515.54119920096,-8617.737148599646,-17926.057963862135,0.16782870769036728,1.8456956811189595,-0.3401473109034824
14460,27525.1062861569,-8506.838054622996,-17946.137953632817,0.15100416901889385,1.8509302272169024,-0.3291820841484326
14520,27533.661289754076,-8395.6267874675,-17965.559377474176,0.13415914443678,1.8561014679130854,-0.31819503363903023
14580,27541.20495961899,-8284.107142766677,-17984.320911656207,0.11729292574223285,1.861209491563578,-0.30718568176389144
14640,27547.73600271581,-8172.282911300199,-18002.421203620434,0.10040480038372035,1.8662543740210824,-0.296153546391902
14700,27553.253083180884,-8060.15787947146,-18019.858871807723,0.08349405137014122,1.8712361786121454,-0.2850981408075026
